prompt_idx,category,fragility_score,min_margin,mean_margin,median_margin,fragile_positions,total_positions,text
1108,reasoning,0.25390625,0.0042877197265625,3.8260631561279297,1.6070308685302734,65,256,What is 486 + 3691?
1109,reasoning,0.3203125,0.0015735626220703125,5.6295270919799805,6.988162040710449,82,256,What is 75% of 4238?
1110,reasoning,0.2421875,0.0016803741455078125,3.877131938934326,1.7508678436279297,62,256,What is 6512 - 4380?
1111,reasoning,0.28125,0.0018634796142578125,5.094241142272949,4.625190734863281,72,256,What is 2019 - 409?
1112,reasoning,0.296875,0.002437591552734375,5.202517032623291,4.5726470947265625,76,256,What is 8909 + 4625?
1113,reasoning,0.0234375,0.21112060546875,7.173725128173828,6.782648086547852,6,256,"What comes next in the sequence: 23, 37, 51, 65, 79, ?"
1114,reasoning,0.25390625,0.021587371826171875,5.6694841384887695,5.762939453125,65,256,What is 2608 divided by 16?
1115,reasoning,0.296875,0.000812530517578125,4.140529632568359,1.6304407119750977,76,256,What is 7925 + 4311?
1116,reasoning,0.0390625,0.16037940979003906,7.271059513092041,7.388776779174805,10,256,A recipe calls for 5 cups of flour to serve 11 people. How much flour do you need to serve 25 people?
1117,reasoning,0.01953125,0.02529144287109375,6.743731498718262,6.738359451293945,5,256,"What comes next in the sequence: 43, 54, 65, 76, 87, ?"
1118,reasoning,0.22265625,0.03716278076171875,3.8621137142181396,1.9123306274414062,57,256,What is 5568 - 2559?
1119,reasoning,0.375,0.00052642822265625,3.4056894779205322,2.0948925018310547,96,256,What is 23 times 9?
1120,reasoning,0.0234375,0.06328201293945312,7.020031929016113,7.1645612716674805,6,256,"What comes next in the sequence: 28, 39, 50, 61, 72, ?"
1121,reasoning,0.0390625,0.003238677978515625,5.532389163970947,5.519166469573975,10,256,A train covers 978 miles in 8 hours. What is its average speed?
1122,reasoning,0.03515625,0.012777328491210938,5.021570682525635,4.809588432312012,9,256,"If 5 workers can finish a job in 18 days, how many days would 12 workers take?"
1123,reasoning,0.21875,0.011348724365234375,3.972282648086548,2.263132095336914,56,256,What is 178 - 30?
1124,reasoning,0.0546875,0.029035568237304688,6.085434913635254,6.0955705642700195,14,256,A shirt originally costs $89. It is 40% off. What is the sale price?
1125,reasoning,0.03125,0.0615997314453125,7.228489875793457,7.312577247619629,8,256,A recipe calls for 6 cups of flour to serve 10 people. How much flour do you need to serve 24 people?
1126,reasoning,0.2578125,0.0030765533447265625,5.577024936676025,5.732488632202148,66,256,What is 6486 divided by 47?
1127,reasoning,0.0625,0.03553581237792969,6.0424604415893555,6.033143043518066,16,256,A shirt originally costs $26. It is 50% off. What is the sale price?
1128,reasoning,0.30859375,0.00390625,4.956729888916016,4.314319610595703,79,256,What is 796 + 7775?
1129,reasoning,0.625,0.029455184936523438,3.104353427886963,0.7220058441162109,160,256,What is 75% of 3054?
1130,reasoning,0.0234375,0.17053985595703125,7.8949737548828125,8.205488204956055,6,256,You have $116. Each item costs $43.40. How many can you buy?
1131,reasoning,0.0390625,0.07888412475585938,5.85579776763916,5.74581241607666,10,256,How many hours does it take to travel 365 miles at 71 miles per hour?
1132,reasoning,0.328125,0.002155303955078125,3.867253303527832,1.6006441116333008,84,256,What is 3699 + 4754?
1133,reasoning,0.0859375,0.09554290771484375,5.714702129364014,5.7703752517700195,22,256,A train covers 742 miles in 6 hours. What is its average speed?
1134,reasoning,0.25,0.0047054290771484375,3.7853307723999023,1.56890869140625,64,256,What is 1157 + 9653?
1135,reasoning,0.0546875,0.024034500122070312,6.175082683563232,6.434572219848633,14,256,"What comes next in the sequence: 5, 20, 80, 320, 1280, ?"
1136,reasoning,0.25,0.023408889770507812,4.868812561035156,3.9182052612304688,64,256,What is 22 times 86?
1137,reasoning,0.22265625,0.0035343170166015625,3.9493277072906494,2.217897415161133,57,256,What is 326 - 284?
1138,reasoning,0.25390625,0.020954132080078125,4.883205890655518,4.030189514160156,65,256,What is 58 times 65?
1139,reasoning,0.31640625,0.01357269287109375,5.632620811462402,7.010641098022461,81,256,What is 50% of 4584?
1140,reasoning,0.32421875,0.0062847137451171875,5.6209211349487305,6.992403030395508,83,256,What is 40% of 2723?
1141,reasoning,0.27734375,0.0058498382568359375,4.2506513595581055,2.4126296043395996,71,256,What is 3571 - 2499?
1142,reasoning,0.05078125,0.0077362060546875,6.978085994720459,7.229560852050781,13,256,A train covers 204 miles in 9 hours. What is its average speed?
1143,reasoning,0.37109375,0.001171112060546875,3.1675801277160645,1.6311588287353516,95,256,What is 51 times 17?
1144,reasoning,0.37109375,0.001934051513671875,3.3985586166381836,1.8090553283691406,95,256,What is 45 times 87?
1145,reasoning,0.05078125,0.07419967651367188,5.927881240844727,5.620758056640625,13,256,A shirt originally costs $63. It is 20% off. What is the sale price?
1146,reasoning,0.40234375,0.00428009033203125,3.3249404430389404,1.7342023849487305,103,256,What is 30 times 63?
1147,reasoning,0.03515625,0.0665283203125,7.203306674957275,7.344906806945801,9,256,A recipe calls for 5 cups of flour to serve 9 people. How much flour do you need to serve 15 people?
1148,reasoning,0.2890625,0.0062999725341796875,4.241323471069336,2.43949031829834,74,256,What is 3676 + 9950?
1149,reasoning,0.0546875,0.0423126220703125,6.0746684074401855,5.887258529663086,14,256,A shirt originally costs $146. It is 10% off. What is the sale price?
1150,reasoning,0.0390625,0.0040760040283203125,5.898271560668945,5.9134368896484375,10,256,How many hours does it take to travel 204 miles at 90 miles per hour?
1151,reasoning,0.03515625,0.00223541259765625,4.954044342041016,4.78389835357666,9,256,"If 5 workers can finish a job in 12 days, how many days would 10 workers take?"
1152,reasoning,0.25390625,0.005352020263671875,5.68326997756958,5.690973281860352,65,256,What is 3096 divided by 36?
1153,reasoning,0.18359375,0.002471923828125,7.289170265197754,9.562942504882812,47,256,What is 25% of 2337?
1154,reasoning,0.296875,0.0021800994873046875,4.019265174865723,1.5288572311401367,76,256,What is 8343 - 5941?
1155,reasoning,0.078125,0.16042327880859375,5.093796730041504,5.471059799194336,20,256,You buy 13 items at $19.75 each. What is the total cost?
1156,reasoning,0.078125,0.015363693237304688,5.85825252532959,6.044064521789551,20,256,A train covers 135 miles in 6 hours. What is its average speed?
1157,reasoning,0.08203125,0.03232574462890625,5.876622676849365,6.109270095825195,21,256,A train covers 659 miles in 3 hours. What is its average speed?
1158,reasoning,0.29296875,0.000766754150390625,4.037291526794434,1.6452693939208984,75,256,What is 4974 + 6210?
1159,reasoning,0.015625,0.05790901184082031,7.770258903503418,7.885152816772461,4,256,"What comes next in the sequence: 38, 45, 52, 59, 66, ?"
1160,reasoning,0.01171875,0.1357860565185547,7.426933288574219,7.652973175048828,3,256,A car travels at 59 miles per hour for 4 hours. How far does it go?
1161,reasoning,0.24609375,0.0077075958251953125,3.8724241256713867,1.7773818969726562,63,256,What is 8090 - 608?
1162,reasoning,0.25,0.023443222045898438,4.857745170593262,3.9932470321655273,64,256,What is 31 times 70?
1163,reasoning,0.08984375,0.1979541778564453,5.056040287017822,5.202718734741211,23,256,You buy 5 items at $33.81 each. What is the total cost?
1164,reasoning,0.03125,0.06592750549316406,4.989355087280273,4.796514511108398,8,256,"If 5 workers can finish a job in 28 days, how many days would 9 workers take?"
1165,reasoning,0.25,0.0065326690673828125,5.6508564949035645,5.731410026550293,64,256,What is 6912 divided by 48?
1166,reasoning,0.015625,0.26075172424316406,7.158000946044922,7.296747207641602,4,256,A car travels at 78 miles per hour for 1 hours. How far does it go?
1167,reasoning,0.2890625,0.0022106170654296875,4.279354095458984,2.49014949798584,74,256,What is 7469 - 606?
1168,reasoning,0.09765625,0.07163429260253906,4.610464572906494,5.0248517990112305,25,256,"If 9 workers can finish a job in 18 days, how many days would 21 workers take?"
1169,reasoning,0.3671875,0.0056247711181640625,3.251555919647217,1.729039192199707,94,256,What is 36 times 70?
1170,reasoning,0.09375,0.13315200805664062,4.9627556800842285,5.226987838745117,24,256,You buy 2 items at $8.05 each. What is the total cost?
1171,reasoning,0.08984375,0.19134902954101562,4.973921298980713,5.241560935974121,23,256,You buy 7 items at $31.24 each. What is the total cost?
1172,reasoning,0.02734375,0.060115814208984375,7.046375751495361,7.178018569946289,7,256,A recipe calls for 2 cups of flour to serve 12 people. How much flour do you need to serve 19 people?
1173,reasoning,0.3046875,0.0011005401611328125,5.111652851104736,4.654882431030273,78,256,What is 9903 + 9119?
1174,reasoning,0.3671875,0.00064849853515625,3.406283140182495,1.796041488647461,94,256,What is 8 times 90?
1175,reasoning,0.2421875,0.023107528686523438,3.869828462600708,1.913832664489746,62,256,What is 4083 - 151?
1176,reasoning,0.2578125,0.001308441162109375,5.577773094177246,5.612849235534668,66,256,What is 297 divided by 33?
1177,reasoning,0.04296875,0.03167915344238281,3.506110668182373,2.7860889434814453,11,256,"What comes next in the sequence: 3, 6, 12, 24, 48, ?"
1178,reasoning,0.23828125,0.006275177001953125,3.872751474380493,1.7476749420166016,61,256,What is 154 + 1651?
1179,reasoning,0.2578125,0.0008792877197265625,5.588452339172363,5.458152770996094,66,256,What is 6623 divided by 37?
1180,reasoning,0.08984375,0.018199920654296875,5.754987716674805,5.937527656555176,23,256,"What comes next in the sequence: 5, 25, 125, 625, 3125, ?"
1181,reasoning,0.30078125,0.00057220458984375,4.888858318328857,4.0845184326171875,77,256,What is 1845 + 8382?
1182,reasoning,0.33984375,0.000370025634765625,5.312353134155273,4.895196914672852,87,256,What is 2749 - 2546?
1183,reasoning,0.0625,0.012800216674804688,6.072343826293945,6.208333969116211,16,256,A shirt originally costs $113. It is 25% off. What is the sale price?
1184,reasoning,0.01953125,0.058032989501953125,6.7263665199279785,6.629443168640137,5,256,"What comes next in the sequence: 43, 55, 67, 79, 91, ?"
1185,reasoning,0.0625,0.10206222534179688,5.17641544342041,5.661223411560059,16,256,"If 9 workers can finish a job in 15 days, how many days would 16 workers take?"
1186,reasoning,0.08203125,0.014223098754882812,5.550651550292969,6.031366348266602,21,256,"What comes next in the sequence: 14, 20, 26, 32, 38, ?"
1187,reasoning,0.3125,0.00208282470703125,4.837482929229736,4.166755676269531,80,256,What is 5755 - 3642?
1188,reasoning,0.1640625,0.013545989990234375,6.973287582397461,8.01684856414795,42,256,What is 10% of 2142?
1189,reasoning,0.04296875,0.06822395324707031,6.457787990570068,6.789924621582031,11,256,You have $68. Each item costs $12.72. How many can you buy?
1190,reasoning,0.0390625,0.0343780517578125,5.892378807067871,5.851478576660156,10,256,How many hours does it take to travel 331 miles at 83 miles per hour?
1191,reasoning,0.02734375,0.0371551513671875,6.648190021514893,6.504278182983398,7,256,"What comes next in the sequence: 43, 44, 45, 46, 47, ?"
1192,reasoning,0.2265625,0.017316818237304688,3.920213222503662,1.9761466979980469,58,256,What is 9884 - 6002?
1193,reasoning,0.046875,0.04537010192871094,6.3191752433776855,6.73957633972168,12,256,You have $283. Each item costs $21.71. How many can you buy?
1194,reasoning,0.08203125,0.12108612060546875,5.895685195922852,6.119106292724609,21,256,A train covers 111 miles in 4 hours. What is its average speed?
1195,reasoning,0.234375,0.024654388427734375,3.9640281200408936,2.227651596069336,60,256,What is 660 - 220?
1196,reasoning,0.27734375,0.00023651123046875,5.32209587097168,5.91538143157959,71,256,What is 4756 + 583?
1197,reasoning,0.59375,0.014316558837890625,2.932086944580078,0.86212158203125,152,256,What is 3099 + 2140?
1198,reasoning,0.04296875,0.08358573913574219,6.341928482055664,6.74443244934082,11,256,You have $424. Each item costs $48.42. How many can you buy?
1199,reasoning,0.08984375,0.007659912109375,5.623775482177734,5.522790908813477,23,256,"What comes next in the sequence: 2, 6, 18, 54, 162, ?"
1200,continuation,0.08984375,0.019662857055664062,5.144991874694824,5.320006370544434,23,256,Nobody could explain why a young woman kept returning to the fog-shrouded cathedral. Some said it was because
1201,continuation,0.09375,0.012533187866210938,5.633913993835449,5.930410385131836,24,256,"Three days after the incident at the university, the artists' district was still on edge. A blacksmith had been asking questions that nobody wanted to answer."
1202,continuation,0.12890625,0.01461029052734375,4.372870445251465,4.03456974029541,33,256,"Three days after the incident at the warehouse, a hill station was still on edge. A clockmaker had been asking questions that nobody wanted to answer."
1203,continuation,0.07421875,0.020387649536132812,5.884664535522461,6.565153121948242,19,256,"""I wouldn't go near the ancient manor if I were you,"" said a cartographer, lowering their voice. """
1204,continuation,0.1953125,0.0010471343994140625,4.784280776977539,5.348052024841309,50,256,"The forgotten theater had been locked for as long as anyone could remember. When a lone traveler finally found a way inside,"
1205,continuation,0.19921875,0.00157928466796875,4.464923858642578,4.538290977478027,51,256,"Reports of footprints appearing in fresh snow had been increasing for weeks in an island community. A astronomer was dispatched to investigate. Upon arrival,"
1206,continuation,0.12890625,0.00836944580078125,4.990242958068848,5.215643882751465,33,256,Nobody could explain why a school teacher kept returning to the sunlit monastery. Some said it was because
1207,continuation,0.140625,0.026247024536132812,4.905056953430176,5.293180465698242,36,256,"The old tavern had been locked for as long as anyone could remember. When a violinist finally found a way inside,"
1208,continuation,0.0625,0.12367439270019531,5.981387615203857,5.92265510559082,16,256,"Reports of sudden temperature drops in certain rooms had been increasing for weeks in a hill station. A marine biologist was dispatched to investigate. Upon arrival,"
1209,continuation,0.2265625,0.0039730072021484375,3.190232753753662,2.473409652709961,58,256,It was midnight in a small coastal town. A traveling merchant was walking alone when something caught their eye:
1210,continuation,0.1015625,0.0070590972900390625,4.763982772827148,4.811963081359863,26,256,"The last thing a nervous clerk expected to find in the moss-covered factory was a rusted lockbox. And yet there it was, sitting in plain sight."
1211,continuation,0.12109375,0.00981903076171875,5.181526184082031,4.796764373779297,31,256,"Three days after the incident at the forge, an island community was still on edge. A curious child had been asking questions that nobody wanted to answer."
1212,continuation,0.171875,0.0265655517578125,5.182647705078125,5.839507102966309,44,256,"The crumbling bridge had been locked for as long as anyone could remember. When a botanist finally found a way inside,"
1213,continuation,0.09375,0.0789794921875,4.304742813110352,4.315736770629883,24,256,"The last thing an elderly professor expected to find in the isolated harbor was an old photograph. And yet there it was, sitting in plain sight."
1214,continuation,0.25,0.009885787963867188,3.4771981239318848,2.861943244934082,64,256,It was early evening in a suburban neighborhood. A cartographer was walking alone when something caught their eye:
1215,continuation,0.1796875,0.001934051513671875,3.9675605297088623,3.3879880905151367,46,256,It was early morning in the old quarter of the city. A violinist was walking alone when something caught their eye:
1216,continuation,0.15625,0.016796112060546875,4.8461503982543945,4.872084617614746,40,256,Nobody could explain why a curious child kept returning to the derelict inn. Some said it was because
1217,continuation,0.12109375,0.0069675445556640625,6.019555568695068,6.588553428649902,31,256,"The derelict monastery had been locked for as long as anyone could remember. When a translator finally found a way inside,"
1218,continuation,0.1484375,0.004055023193359375,4.019235610961914,3.96846866607666,38,256,"A faded letter had been sitting in the ivy-covered courthouse for years, untouched. When a blacksmith finally picked it up,"
1219,continuation,0.140625,0.008958816528320312,4.413882255554199,4.307250022888184,36,256,"A carved figurine had been sitting in the quiet courthouse for years, untouched. When a violinist finally picked it up,"
1220,continuation,0.18359375,0.029144287109375,4.5302324295043945,4.525679588317871,47,256,"""I wouldn't go near the quiet monastery if I were you,"" said a wandering monk, lowering their voice. """
1221,continuation,0.09375,0.00016021728515625,4.1410722732543945,4.205279350280762,24,256,"The last thing a violinist expected to find in the locked cathedral was a faded letter. And yet there it was, sitting in plain sight."
1222,continuation,0.1953125,0.023975372314453125,3.9942193031311035,3.9901981353759766,50,256,Nobody could explain why a local fisherman kept returning to the dimly lit courthouse. Some said it was because
1223,continuation,0.1953125,0.008707046508789062,4.059593200683594,3.981721878051758,50,256,It was late evening in the artists' district. A blacksmith was walking alone when something caught their eye:
1224,continuation,0.09375,0.028890609741210938,4.163460731506348,4.103146553039551,24,256,"The last thing a school teacher expected to find in the ancient library was a tarnished mirror. And yet there it was, sitting in plain sight."
1225,continuation,0.11328125,0.013731002807617188,5.906350612640381,6.1728973388671875,29,256,"The last thing a lone traveler expected to find in the dimly lit hospital was a wooden music box. And yet there it was, sitting in plain sight."
1226,continuation,0.05859375,0.028646469116210938,5.959170818328857,6.517308235168457,15,256,It was just before dawn in a desert outpost. An architect was walking alone when something caught their eye:
1227,continuation,0.078125,0.014047622680664062,5.387335777282715,5.765023231506348,20,256,"A pocket watch had been sitting in the ancient monastery for years, untouched. When a night watchman finally picked it up,"
1228,continuation,0.09375,0.025716781616210938,5.168835163116455,5.41023063659668,24,256,"Reports of sudden temperature drops in certain rooms had been increasing for weeks in a small coastal town. A marine biologist was dispatched to investigate. Upon arrival,"
1229,continuation,0.0859375,0.13698768615722656,5.275944709777832,5.464752197265625,22,256,Nobody could explain why a curious child kept returning to the elegant manor. Some said it was because
1230,continuation,0.203125,0.03766441345214844,4.101848125457764,4.480511665344238,52,256,"The derelict inn had been locked for as long as anyone could remember. When a painter finally found a way inside,"
1231,continuation,0.12890625,0.01760101318359375,5.414968967437744,6.055172920227051,33,256,"Reports of footprints appearing in fresh snow had been increasing for weeks in the financial district. A epidemiologist was dispatched to investigate. Upon arrival,"
1232,continuation,0.08984375,0.012876510620117188,5.697508811950684,6.037928581237793,23,256,"Three days after the incident at the cafe, a farming valley was still on edge. A night watchman had been asking questions that nobody wanted to answer."
1233,continuation,0.10546875,0.027332305908203125,5.171452522277832,5.438485145568848,27,256,"Three days after the incident at the farmhouse, the artists' district was still on edge. A retired soldier had been asking questions that nobody wanted to answer."
1234,continuation,0.18359375,0.03816032409667969,4.373892784118652,4.4646806716918945,47,256,"Reports of windows fogging without cause had been increasing for weeks in the financial district. A meteorologist was dispatched to investigate. Upon arrival,"
1235,continuation,0.1796875,0.017852783203125,4.9934773445129395,5.635773658752441,46,256,"The last thing a night watchman expected to find in the remote clocktower was a wooden music box. And yet there it was, sitting in plain sight."
1236,continuation,0.2265625,0.028627395629882812,3.3886938095092773,2.8303165435791016,58,256,Nobody could explain why a local fisherman kept returning to the weathered harbor. Some said it was because
1237,continuation,0.19921875,0.0039730072021484375,4.0016560554504395,3.4528064727783203,51,256,Nobody could explain why a local fisherman kept returning to the fog-shrouded chapel. Some said it was because
1238,continuation,0.1328125,0.04569244384765625,4.858936309814453,4.9444732666015625,34,256,Nobody could explain why a ship captain kept returning to the ornate factory. Some said it was because
1239,continuation,0.1796875,0.0340576171875,4.309643268585205,4.185844421386719,46,256,"A set of ivory dice had been sitting in the dimly lit forge for years, untouched. When an architect finally picked it up,"
1240,continuation,0.12109375,0.03842353820800781,4.797534942626953,4.751357078552246,31,256,"A pocket watch had been sitting in the mysterious university for years, untouched. When a librarian finally picked it up,"
1241,continuation,0.12890625,0.05004310607910156,4.512445449829102,4.435007095336914,33,256,"""I wouldn't go near the ivy-covered gallery if I were you,"" said a foreign diplomat, lowering their voice. """
1242,continuation,0.140625,0.016263961791992188,4.474748611450195,4.357757568359375,36,256,"Three days after the incident at the clocktower, a city built on canals was still on edge. A foreign diplomat had been asking questions that nobody wanted to answer."
1243,continuation,0.15234375,0.0001678466796875,4.28323221206665,3.6186933517456055,39,256,It was early morning in a desert outpost. A detective was walking alone when something caught their eye:
1244,continuation,0.0859375,0.061397552490234375,5.270136833190918,5.7207136154174805,22,256,"""I wouldn't go near the quiet cottage if I were you,"" said a wandering monk, lowering their voice. """
1245,continuation,0.1015625,0.04166412353515625,5.108056545257568,5.213840484619141,26,256,Nobody could explain why a painter kept returning to the towering university. Some said it was because
1246,continuation,0.09375,0.032196044921875,5.9021453857421875,6.482357978820801,24,256,"The painted manor had been locked for as long as anyone could remember. When a cartographer finally found a way inside,"
1247,continuation,0.09375,0.0061931610107421875,4.235754013061523,4.273531913757324,24,256,"The last thing a jeweler expected to find in the quiet theater was a set of ivory dice. And yet there it was, sitting in plain sight."
1248,continuation,0.2109375,0.0076694488525390625,4.816115379333496,5.1599884033203125,54,256,"The ornate factory had been locked for as long as anyone could remember. When an architect finally found a way inside,"
1249,continuation,0.17578125,0.0001506805419921875,5.378574848175049,6.450155258178711,45,256,Nobody could explain why a violinist kept returning to the remote university. Some said it was because
1250,continuation,0.22265625,0.007038116455078125,4.103039264678955,3.6650638580322266,57,256,"Reports of windows fogging without cause had been increasing for weeks in a mining settlement. A civil engineer was dispatched to investigate. Upon arrival,"
1251,continuation,0.09765625,0.0044040679931640625,5.034937858581543,5.531355857849121,25,256,It was twilight in a small coastal town. A curious child was walking alone when something caught their eye:
1252,continuation,0.19140625,0.001918792724609375,3.888897180557251,3.705343246459961,49,256,Nobody could explain why an architect kept returning to the crumbling cafe. Some said it was because
1253,continuation,0.09765625,0.021793365478515625,4.247323989868164,4.305397033691406,25,256,"The last thing a newspaper reporter expected to find in the isolated lighthouse was a rusted lockbox. And yet there it was, sitting in plain sight."
1254,continuation,0.125,0.00168609619140625,4.259522438049316,4.5268096923828125,32,256,"The last thing a retired soldier expected to find in the forgotten factory was a set of ivory dice. And yet there it was, sitting in plain sight."
1255,continuation,0.16796875,0.04580116271972656,6.09403133392334,6.696545600891113,43,256,Nobody could explain why a curious child kept returning to the locked lighthouse. Some said it was because
1256,continuation,0.15234375,0.012325286865234375,5.1924285888671875,5.783952713012695,39,256,"Reports of radio signals from unknown sources had been increasing for weeks in a city built on canals. A geologist was dispatched to investigate. Upon arrival,"
1257,continuation,0.1484375,0.013431549072265625,4.759798526763916,4.662224769592285,38,256,Nobody could explain why a traveling merchant kept returning to the hidden cathedral. Some said it was because
1258,continuation,0.140625,0.0021686553955078125,4.642490386962891,4.765667915344238,36,256,"Three days after the incident at the lighthouse, a suburban neighborhood was still on edge. A librarian had been asking questions that nobody wanted to answer."
1259,continuation,0.10546875,0.020547866821289062,5.13620662689209,5.1379804611206055,27,256,Nobody could explain why a retired doctor kept returning to the narrow museum. Some said it was because
1260,continuation,0.10546875,0.03388404846191406,5.265416145324707,5.147717475891113,27,256,"""I wouldn't go near the charming lighthouse if I were you,"" said a retired doctor, lowering their voice. """
1261,continuation,0.15625,0.00640869140625,4.435594081878662,4.883173942565918,40,256,"Reports of windows fogging without cause had been increasing for weeks in a small coastal town. A geologist was dispatched to investigate. Upon arrival,"
1262,continuation,0.09375,0.001705169677734375,6.182270050048828,6.656121253967285,24,256,"""I wouldn't go near the crumbling forge if I were you,"" said a lone traveler, lowering their voice. """
1263,continuation,0.12890625,0.0023326873779296875,4.243085861206055,4.051702499389648,33,256,"A glass vial had been sitting in the sunlit gallery for years, untouched. When a retired soldier finally picked it up,"
1264,continuation,0.14453125,0.0026454925537109375,3.6962873935699463,3.555683135986328,37,256,"The forgotten warehouse had been locked for as long as anyone could remember. When a young woman finally found a way inside,"
1265,continuation,0.15234375,0.01900482177734375,4.845675945281982,4.455944061279297,39,256,It was noon in a small coastal town. A painter was walking alone when something caught their eye:
1266,continuation,0.1953125,0.0038280487060546875,3.9193625450134277,3.5557212829589844,50,256,"""I wouldn't go near the charming courthouse if I were you,"" said a traveling merchant, lowering their voice. """
1267,continuation,0.09765625,0.0164642333984375,5.413533687591553,5.9811811447143555,25,256,"Reports of birds flying in unnatural patterns had been increasing for weeks in the financial district. A historian was dispatched to investigate. Upon arrival,"
1268,continuation,0.15625,0.0045642852783203125,4.924886703491211,5.798376083374023,40,256,It was the golden hour in a monastery perched on sea cliffs. A botanist was walking alone when something caught their eye:
1269,continuation,0.171875,0.010982513427734375,4.906063079833984,4.940770149230957,44,256,"""I wouldn't go near the narrow cathedral if I were you,"" said a blacksmith, lowering their voice. """
1270,continuation,0.09765625,0.022832870483398438,5.070711135864258,4.975705146789551,25,256,Nobody could explain why a painter kept returning to the moss-covered museum. Some said it was because
1271,continuation,0.1484375,0.03951072692871094,5.105312347412109,5.850981712341309,38,256,"""I wouldn't go near the sprawling mill if I were you,"" said a wandering monk, lowering their voice. """
1272,continuation,0.15625,0.010408401489257812,4.69688606262207,5.212696075439453,40,256,"The quiet university had been locked for as long as anyone could remember. When a violinist finally found a way inside,"
1273,continuation,0.16015625,0.012296676635742188,6.117488384246826,6.6623992919921875,41,256,"Reports of anonymous letters appearing in mailboxes had been increasing for weeks in the artists' district. A civil engineer was dispatched to investigate. Upon arrival,"
1274,continuation,0.1171875,0.011016845703125,4.619132995605469,4.719640731811523,30,256,"The crowded train station had been locked for as long as anyone could remember. When a painter finally found a way inside,"
1275,continuation,0.12109375,0.01712799072265625,4.428808212280273,4.3399152755737305,31,256,"""I wouldn't go near the fog-shrouded library if I were you,"" said a painter, lowering their voice. """
1276,continuation,0.078125,0.018527984619140625,4.659635066986084,4.312247276306152,20,256,"The last thing a wandering monk expected to find in the derelict schoolhouse was a skeleton key. And yet there it was, sitting in plain sight."
1277,continuation,0.09375,0.027105331420898438,4.812178611755371,4.684673309326172,24,256,"""I wouldn't go near the forgotten theater if I were you,"" said a local fisherman, lowering their voice. """
1278,continuation,0.1640625,0.014585494995117188,5.078066825866699,5.481905937194824,42,256,"A pocket watch had been sitting in the modest chapel for years, untouched. When a botanist finally picked it up,"
1279,continuation,0.09765625,0.027400970458984375,5.316851615905762,5.5295515060424805,25,256,"Three days after the incident at the courthouse, the industrial quarter was still on edge. A retired soldier had been asking questions that nobody wanted to answer."
1280,continuation,0.17578125,0.017671585083007812,4.235556602478027,3.626032829284668,45,256,It was just before dawn in a frontier settlement. A detective was walking alone when something caught their eye:
1281,continuation,0.11328125,0.0032329559326171875,5.189104080200195,5.334949493408203,29,256,"""I wouldn't go near the charming gallery if I were you,"" said a retired soldier, lowering their voice. """
1282,continuation,0.12890625,0.008260726928710938,4.768149375915527,4.864922523498535,33,256,It was nightfall in a monastery perched on sea cliffs. A foreign diplomat was walking alone when something caught their eye:
1283,continuation,0.08203125,0.002376556396484375,6.200064659118652,6.564793586730957,21,256,"The last thing a lone traveler expected to find in the weathered cathedral was a brass compass. And yet there it was, sitting in plain sight."
1284,continuation,0.1796875,0.0061855316162109375,4.632445335388184,5.051735877990723,46,256,Nobody could explain why a lone traveler kept returning to the old laboratory. Some said it was because
1285,continuation,0.21484375,0.023565292358398438,3.7772369384765625,3.299274444580078,55,256,"A carved figurine had been sitting in the crowded cafe for years, untouched. When a nervous clerk finally picked it up,"
1286,continuation,0.1328125,0.027883529663085938,5.231060028076172,5.631524085998535,34,256,"Three days after the incident at the inn, a small coastal town was still on edge. A wandering monk had been asking questions that nobody wanted to answer."
1287,continuation,0.17578125,0.017240524291992188,4.433363914489746,4.536296844482422,45,256,"An old photograph had been sitting in the hidden library for years, untouched. When a baker finally picked it up,"
1288,continuation,0.1875,0.026220321655273438,4.014561653137207,3.750515937805176,48,256,"""I wouldn't go near the forgotten chapel if I were you,"" said a translator, lowering their voice. """
1289,continuation,0.09375,0.08841514587402344,4.450397491455078,4.660728454589844,24,256,"A silver locket had been sitting in the weathered mill for years, untouched. When a photographer finally picked it up,"
1290,continuation,0.15625,0.013484954833984375,5.0580973625183105,5.435484886169434,40,256,Nobody could explain why a young woman kept returning to the modest bookshop. Some said it was because
1291,continuation,0.12109375,0.0033016204833984375,5.874015808105469,6.479917526245117,31,256,"Reports of windows fogging without cause had been increasing for weeks in an island community. A civil engineer was dispatched to investigate. Upon arrival,"
1292,continuation,0.12109375,0.0185699462890625,5.776819705963135,5.893800735473633,31,256,"""I wouldn't go near the dimly lit cafe if I were you,"" said a photographer, lowering their voice. """
1293,continuation,0.2109375,0.00708770751953125,4.247748851776123,4.705690383911133,54,256,"Reports of animals behaving strangely had been increasing for weeks in a hill station. A archaeologist was dispatched to investigate. Upon arrival,"
1294,continuation,0.1171875,0.007909774780273438,4.217034816741943,4.416190147399902,30,256,"A leather-bound journal had been sitting in the whitewashed harbor for years, untouched. When a jeweler finally picked it up,"
1295,continuation,0.11328125,0.00063323974609375,4.532670974731445,4.457729339599609,29,256,"Three days after the incident at the manor, a frontier settlement was still on edge. A traveling merchant had been asking questions that nobody wanted to answer."
1296,continuation,0.1015625,0.002155303955078125,5.456919193267822,5.637455940246582,26,256,"Three days after the incident at the schoolhouse, a suburban neighborhood was still on edge. A detective had been asking questions that nobody wanted to answer."
